,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
3529,3105904,Skoda,Octavia,9.674074388208323,9.75849558397698,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
14717,3165248,Ford,Transit Connect,9.849559210510572,9.703615111996092,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
14105,3164221,Audi,A3,8.098642843759418,8.098937895586252,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
10601,3157023,Renault,Megane,10.274878680310541,9.978245399206827,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
15480,3166534,Hyundai,i10,9.543234787249512,9.432933493908108,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
17080,3169146,Skoda,Octavia,9.973479924356162,10.068936550361716,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7932,3151040,Renault,Kadjar,9.67721410821299,9.700141506885956,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
17299,3169482,Toyota,Yaris,9.392661928770137,9.252286419837146,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.699520990272738,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7663,3150378,Bmw,5 Series,10.778852117797637,10.839368272858636,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
170,3085382,Volkswagen,Passat,10.032320424379096,9.931158234099527,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
